"Country Name","Country Code","Year","average_value_Access to electricity (% of population)","average_value_Agricultural land (% of land area)","average_value_Agricultural land (sq. km)","average_value_Agriculture, forestry, and fishing, value added (% of GDP)","average_value_Annual freshwater withdrawals, total (% of internal resources)","average_value_Annual freshwater withdrawals, total (billion cubic meters)","average_value_Arable land (% of land area)","average_value_CO2 emissions (kg per 2010 US$ of GDP)","average_value_CO2 emissions (kg per 2017 PPP $ of GDP)","average_value_CO2 emissions (kt)","average_value_CO2 emissions (metric tons per capita)","average_value_CO2 emissions from gaseous fuel consumption (% of total)","average_value_CO2 emissions from gaseous fuel consumption (kt)","average_value_CO2 emissions from liquid fuel consumption (% of total)","average_value_CO2 emissions from liquid fuel consumption (kt)","average_value_CO2 emissions from solid fuel consumption (% of total)","average_value_CO2 emissions from solid fuel consumption (kt)","average_value_CPIA public sector management and institutions cluster average (1=low to 6=high)","average_value_Foreign direct investment, net inflows (% of GDP)","average_value_Forest area (% of land area)","average_value_Forest area (sq. km)","average_value_Land area where elevation is below 5 meters (% of total land area)","average_value_Marine protected areas (% of territorial waters)","average_value_Methane emissions (% change from 1990)","average_value_Methane emissions (kt of CO2 equivalent)","average_value_Mortality rate, under-5 (per 1,000 live births)","average_value_Nitrous oxide emissions (% change from 1990)","average_value_Nitrous oxide emissions (thousand metric tons of CO2 equivalent)","average_value_Other greenhouse gas emissions (% change from 1990)","average_value_Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)","average_value_Population growth (annual %)","average_value_Population in urban agglomerations of more than 1 million (% of total population)","average_value_Population living in areas where elevation is below 5 meters (% of total population)","average_value_Population, total","average_value_Primary completion rate, total (% of relevant age group)","average_value_Renewable electricity output (% of total electricity output)","average_value_Renewable energy consumption (% of total final energy consumption)","average_value_Rural land area where elevation is below 5 meters (% of total land area)","average_value_Rural land area where elevation is below 5 meters (sq. km)","average_value_Rural population living in areas where elevation is below 5 meters (% of total population)","average_value_School enrollment, primary and secondary (gross), gender parity index (GPI)","average_value_Terrestrial and marine protected areas (% of total territorial area)","average_value_Terrestrial protected areas (% of total land area)","average_value_Total greenhouse gas emissions (kt of CO2 equivalent)","average_value_Urban land area where elevation is below 5 meters (% of total land area)","average_value_Urban land area where elevation is below 5 meters (sq. km)","average_value_Urban population","average_value_Urban population (% of total population)","average_value_Urban population growth (annual %)","average_value_Urban population living in areas where elevation is below 5 meters (% of total population)"
"Mali","MLI","2005","18.3155632019043","33.103041329629","403920","32.3784818407707","","","4.59190781763496","0.193360048909866","0.0659343127276756","1650","0.12915336680519","0","0","55.5606060606061","916.75","0","0","3.6","2.56451077405453","10.896663634352","132960","","","44.9847286919433","15360","156.3","34.6950937966433","9470","328.275614301055","774.679683685299","3.23303302794767","11.6303937479125","","12775509","42.2630996704102","50.5900865460267","82.3317031860352","","","","0.745739996433258","","","26680","","","4095828","32.06","5.63214415839151",""
"Malta","MLT","2007","100","29.0625","93","1.83022178354042","72.8712871287129","0.0368","25","0.32492531002245","0.215501897774085","2710","6.66299505315644","0","0","100.538044280443","2724.581","0","0","","449.082765673014","1.09375","3.5","","","35.6586315381973","270","6.8","0.097972184237749","60","","54.2342882156399","0.348755082369901","","","406724","97.9371109008789","0","0.203400000929832","","","","0.973190009593964","","","3140","","","381739","93.857","0.426592128487567",""
"Myanmar","MMR","1974","","15.8108149462925","103330","","","","14.5270373657312","0.902540557815506","","4675.425","0.156272200960551","4.31372549019608","201.685","76.078431372549","3556.99","9.33333333333333","436.373","","","","","","","","56291","160.1","","21601.792","","346245.860147705","2.30010029909907","8.48750649640528","","29918469","39.0802917480469","","","","","","","","","428380.032","","","7154403","23.913","2.34192467698727",""
"Middle East & North Africa (excluding high income)","MNA","1978","","23.9649974432955","2071520","12.4005170725856","","","5.62694789644537","0.696926479418314","","376692.683138581","2.39638202989384","13.5060174840252","51116.4692093086","52.8774158140264","198348.283355219","1.9404915912031","9146.6595037697","","0.874736479034558","","","","","","177373.507","","","39847.33924","","30482.7436420252","2.81989416838751","21.0514718234098","","157192250","60.4671897888184","","","","","","0.65175","","","587830.55524","","","72215496","45.9408755899989","4.03202842017656",""
"Mozambique","MOZ","2003","8.1","48.4686258551845","381147.58","22.7056335468572","","","5.72242427325212","0.284261865211754","0.130591169825035","1910","0.0988045324070331","0.191989528795811","3.667","84.4753926701571","1613.48","0","0","","5.34154383120215","51.5313741448155","405232.42","","","0.32080932214178","12560","144.7","-18.1148081762291","9660","1807.44996222995","-91.7633094787598","2.97670681879211","8.35889447970801","","19331097","","99.6607683139268","92.6359024047852","","","","","","","24630","","","5729157","29.637","3.58589985531364",""
"Mauritania","MRT","2000","","38.5660230911031","397500","24.8287452979645","","","0.473464635684486","0.288951010655968","0.0976380491015293","1120","0.425820379078989","0","0","99.5328571428571","1114.768","0","0","","2.2531876374371","0.409081206946735","4216.4","1.084070035","","33.6498107626786","5350","112.7","33.2742773965481","2670","1889.16666666667","-171.88314437866","2.64405351470381","21.0247671579949","19.111418013","2630217","","0","44.4104995727539","1.063207539","11077.27734","13.59204759","0.927609980106354","","","9150","0.020862496","217.3608093","1001876","38.091","2.32163742349252","5.519370423"
"Malawi","MWI","1971","","40.9100551548579","38570","41.2055335968379","","","20.6830717013152","0.313480957555834","","502.379","0.104031772432582","0","0","69.3430656934307","348.365","24.0875912408759","121.011","","2.62735177865613","","","","","","2325.73","336.4","","1459.8303","","-131.661175403595","2.62913796935172","0.822825491831591","","4829092","","","","","","","","","","4125.4003","","","306406","6.345","7.34047787182002",""
"Namibia","NAM","1977","","46.9518638632803","386550","","","","0.794373792952665","","","","","","","","","","","","","","","","","","3469.22","100.8","","2296.1018","","-282.358693893432","2.22383904295706","","","992955","","","","","","","","","","6139.8638","","","240394","24.21","3.39095844977926",""
"New Caledonia","NCL","2009","100","11.2472647702407","2056","","","","0.37199124726477","","","","","","0","","2159.863","","726.066","","","45.8918490153173","8389.03","","","3.11987353476302","","","-4.65846069804173","","","","1.30961560699145","","","245950","","22.5718964282059","6.95529985427856","","","","","","","","","","163862","66.624","2.29761775360097",""
"Nicaragua","NIC","2019","88.2126693725586","","","15.4278737386433","","","","","","","","","","","","","","3","3.98851225146934","29.1468339704172","35075.3","","","","","16.6","","","","","1.22975908801825","16.1251472957846","","6545503","","","","","","","","","","","","","3846138","58.76","1.63563251998256",""
"Netherlands","NLD","2003","100","56.9609004739336","19230","2.05982722645814","","","26.8364928909953","0.224426184401141","0.219755247036031","170460","10.5058136976433","48.3469189252611","82412.158","40.9057872814737","69728.005","17.3755479291329","29618.359","","3.53433198098435","10.7729265402844","3636.94","","","-26.9217638031218","21880","5.7","-25.8157786038827","12670","-75.7173219978745","-2731.80175781299","0.471814398788212","12.3999294435321","","16225302","","4.09221425767936","1.90610003471375","","","","0.981230020523071","","","207650","","","13035570","80.341","2.01210346020247",""
"Nauru","NRU","1992","99.0834197998047","20","4","","","","","","","120","11.9641076769691","0","0","100.8425","121.011","0","0","","","0","0","","","7.57175927135536","0","55.5","9.09083593912192","0","-250","129.313176","2.66736363343755","","","10030","","0","0","","","","","","","130","","","10030","100","2.66736363343757",""
"Panama","PAN","1999","79.8859558105469","29.0153349475383","21570","6.02110152334673","","","7.12940543449018","0.309117189202574","0.11705268595687","5010","1.68618910156412","0","0","102.471057884232","5133.8","3.1473253493014","157.681","","8.60245922999029","59.9766747376917","44586.66","","","0.0260000072222155","3830","26.5","1.16268854306461","1110","-78.2499999999999","155.97158813477","2.00155742538443","39.5356147707473","","2971197","89.8049774169922","68.8646288209607","34.2160202038802","","","","1.00671994686127","","","10100","","","1825830","61.451","3.34325316300716",""
"Philippines","PHL","2002","76.8155136108398","37.3444679209847","111350","13.4484134145704","","","16.5509608612536","0.524376427010938","0.196471239616375","72940","0.896451384780187","4.47943103921031","3267.297","64.5420153550864","47076.946","19.6169920482588","14308.634","","2.09827638699321","24.198785927491","72153.52","","","20.7482002613863","58400","36.3","20.2634369137917","11190","-25.4257370637458","-676.63671875","2.10192867951874","14.10230975726","","81365260","94.4506225585938","35.6428085088823","32.8302993774414","","","","1.02637994289398","","","143550","","","37399542","45.965","1.91717726096665",""
"Poland","POL","2008","100","50.9337251061051","156010","2.5926222666815","","","39.3176624224616","0.685469271469272","0.360300929115727","308320","8.08692097119955","9.33400882200312","28778.616","20.7684074987026","64033.154","69.2236640503373","213430.401","","2.73121288516931","30.2807704864512","92750","","","-39.2207116372862","50580","6.7","-4.2308018398016","24350","-87.0412715034644","-1965.0703125","0.0136373796827091","4.44580526252605","","38125759","","4.27121711589425","8.0113000869751","","","","0.993229985237122","","","389770","","","23300939","61.116","-0.171087005249751",""
"Korea, Dem. People's Rep.","PRK","2011","31.4531230926514","21.8420396976995","26300","","","","19.5166514409102","","","37040","1.50121231811175","0","0","7.13797786177106","2643.907","84.0420167386609","31129.163","","","51.6664728843119","62211.6","","","-13.0780236295114","18110","27.7","-66.3819917102272","2440","66.1644181069563","-17727.1009521484","0.506081340779637","11.6817176981584","","24673392","","68.6570269426818","18.0704002380371","","","","","","","59670","","","14941466","60.557","0.803765493726027",""
"Korea, Dem. People's Rep.","PRK","2015","40.316162109375","21.8420396976995","26300","","","","19.5166514409102","","","25300","1.00461280078425","0","0","11.8126679841897","2988.605","75.470628458498","19094.069","","","50.96121584586","61362.4","","","","18390","21.1","","2430","","-21522.1175537109","0.501732435620516","11.7939954491437","","25183832","","72.7960981291403","23.1072006225586","","","","","","","48430","","","15431897","61.277","0.794280173527056",""
"Portugal","PRT","1975","","43.2349726775956","39560","","","","26.7540983606557","0.226661167118034","","21356.608","2.34856528915804","0","0","84.271978021978","17997.636","7.67513736263736","1639.149","","0.596204406499003","","","","","","6787.93","43.6","","4620.519","","285.687967578098","3.80041403952037","34.215508491258","","9093470","72.3561477661133","","","","","","0.965290009975433","","","33239.2002","","","3708226","40.779","4.77871147495866",""
"Portugal","PRT","1990","100","43.3114754098361","39630","","","","25.6174863387978","0.246820640204566","0.174637223124293","41070","4.11390395361496","0","0","68.9917433649866","28334.909","25.2145312880448","10355.608","","3.3157901460563","37.1475409836066","33990","1.437475134","","","11140","14.7","","4070","","-1254.7260742188","-0.217948479672573","37.0730159353427","3.454167585","9983218","","34.7152635664385","26.94447492732","0.8452695","769.6307983","1.276079393","0.970719993114471","","","56310","0.592205634","539.2122803","4783459","47.915","0.881671075947156","2.178088192"
"Pacific island small states","PSS","2020","","","","","","","","","","","","","","","","","","3.18888888888889","","68.4531006544095","43933.2","","","","","","","","","","1.48803432591804","","","2528958","","","","","","","","","","","","","992816","39.2578875204729","2.17499140665363",""
"Qatar","QAT","1979","","4.56503014642549","530","","","","0.172265288544358","","","14359.972","69.9899206519408","58.3503575076609","8379.095","9.78038815117467","1404.461","0","0","","0.0811290563108489","","","","","","5128.53","38","","470.9272","","-4214.6283164978","6.66293594898438","","","205172","88.1232986450195","","","","","","1.05072999000549","","","17812.3572","","","183034","89.21","6.74705044117234",""
"Saudi Arabia","SAU","2005","100","80.8102563625453","1737170","3.22080717494782","","","1.62814173206369","0.669343140908644","0.292783846091906","308970","12.9731159600566","41.220369938829","127358.577","83.1469136162087","256899.019","0","0","","3.68304949712455","0.454484134921779","9770","","","74.1527889294503","39440","16.4","0.188796158240234","5040","-9.83800553471578","15254.167480469","2.91183759436303","42.7388696967502","","23816175","86.1054916381836","0","0.0083999997004867","","","","0.964429974555969","","","366490","","","19286100","80.979","3.19007364608913",""
"Senegal","SEN","2005","47.1","45.5825066223446","87760","15.097758560775","","","16.2364306861268","0.407719556598229","0.185351788712863","5670","0.511265745204088","0.452716049382716","25.669","72.4345679012346","4107.04","6.53204585537919","370.367","3.6","1.51720858627288","44.9834311535865","86606.6","","","36.1406520143786","8880","91.8","36.1698394229504","6480","134498.770491801","252.534973144531","2.5575305157668","19.2514185821023","","11090123","52.241569519043","12.6572327044025","41.2286987304688","","","","0.910560011863709","","","21340","","","4626134","41.714","3.54043885882175",""
"South Sudan","SSD","1994","","","","","","","","","","0","0","","","","","","","","","","","","","","19080","228.1","","16820","","","-1.44394857577892","","","5111371","","0","","","","","","","","35900","","","804990","15.749","-0.659814231626011",""
"Slovenia","SVN","1992","100","28.0039721946375","5640","","","","9.9304865938431","","","12830","6.42625236789619","10.9752766952455","1408.128","36.9843959469992","4745.098","46.159041309431","5922.205","","","59.4339622641509","11970","","","-9.42691577448448","2540","9.1","-19.7990357429984","940","-21.3936700167147","-733.7791748047","-0.14669940294923","","","1996498","","27.7300712896954","13.9008440270148","","","","","","","16460","","","1009090","50.543","-0.0952880057756936",""
"Togo","TGO","1998","15.3","64.9016363302078","35300","34.9637408196978","","","44.3096157381872","0.443524581628059","0.145712314232557","1200","0.259042135577905","0","0","76.3958333333333","916.75","0","0","","0.700298686850393","23.6643353557639","12871.032","","","-0.151482783399037","2440","124.4","-27.5332122555036","1270","218.676781751561","249.40979766846","3.21369260221744","19.9731200610649","","4632451","","57.1428571428571","77.7486921114639","","","","","","","5000","","","1483126","32.016","4.5975689629309",""
"Thailand","THA","1993","","41.5842940750455","212450","8.02582929718645","","","33.4416410577619","0.678608468629495","0.239241376293892","122060","2.09229790105289","13.6844052105522","16703.185","61.4942020317877","75059.823","14.8560666885138","18133.315","","1.3996823006752","37.6834543639531","192521","","","0.27581986985632","60540","31.4","14.2130740002156","16230","4.02711249225265","-3967.709472656","0.907028949706726","11.6423727727831","","58337773","","5.84004920592364","26.4259104453587","","","","0.974720001220703","","","199670","","","17462829","29.934","1.4799259543736",""
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","1995","88.5067971320368","33.3841879435839","6657512.15","6.36100843441739","","","5.99743547724534","0.308181624227285","0.185136072978284","1004850","2.15409710791953","20.2371980892671","212228.613709669","71.2752255560531","716209.104","9.63415435139573","100491.005226054","","1.66492265521492","52.1265420633482","10395133.4","","","7.14961458756693","810950","43.4214125246975","5.26137019690385","273670","-13.630974982377","-42344.1906422678","1.71716774687951","34.7071273078648","","466483148","94.6370468139648","67.6267018370351","30.2010665884393","","","","1.00894","","","2103380","","","340499530","72.9928897134222","2.41745594339365",""
"Middle East & North Africa (IDA & IBRD countries)","TMN","1991","","24.1970752218127","2090124","15.3815714794646","","","5.98597810584029","0.875189636970075","0.357116870647333","549730","2.38979204022971","22.1348773034035","122002.235384601","67.8661488367017","373080.58","2.62085805759191","18032.7247031215","","0.600013651898713","2.21470877248226","191304.772","","","-1.66740986054182","245920","65.997383545292","-1.51949512490424","59010","5.35322538800893","-22478.0203705284","2.56454971423854","21.1069660998129","","230032568","76.2036972045898","11.7610241820768","3.86728978399705","","","","0.80943","","","859520","","","119529195","51.9618581057053","3.2300773137427",""
"Tonga","TON","1975","","47.2222222222222","340","42.40754835514","","","23.6111111111111","","","33.003","0.373671040862309","0","0","100","33.003","0","0","","0","","","","","","41.0366","36.8","","11.621652","","12.9021500494599","0.837957207018621","","","88321","","","","","","","0.992980003356934","","","71.969452","","","17962","20.337","0.984678427130957",""
"Trinidad and Tobago","TTO","2018","100","10.5263157894737","540","1.03934336252277","","","4.87329434697856","0.842644647255737","0.486790815972655","17760","12.7784401237264","","","","","","","","-2.95687532475417","44.64522417154","2290.3","","0.0489089122943094","","1280","18.1","","390","","","0.416814325359264","","","1389841","","","0.454600006341934","","","","","2.01442316051301","30.5928101253097","22900","","","739173","53.184","0.377348197295108",""
"Uganda","UGA","2020","","","","24.0282122368416","","","","","","","","","","","","","","3.2","","11.6591861160981","23379","","","","","","","","","","3.26971334741299","7.21095734680046","","45741000","","","","","","","","","","","","","11414209","24.954","5.67477665543594",""
"World","WLD","1992","","36.8904541055796","46863429.06","","","","10.6037091998128","0.529620618972721","0.3953001132954","20741660.8600961","3.8040110141891","19.4640291944336","4035709.00565525","40.5326943208546","8389934.4547132","40.6570359515876","8651493.0665364","","0.739759617087166","31.6204672170759","41137360.5","","","2.6714134467442","6810430","90.5","4.16709095165462","2316620","23.1289975378766","-867475.300607855","1.57292819054604","18.4217334860242","","5452576447","80.9157562255859","19.158396961621","17.5843343506126","","","","0.88002","","","29879100","","","2384187375","43.74164037716","2.37924862449572",""
"World","WLD","2001","78.2216584190795","37.263918525687","47388728.352","4.7682580155426","","","10.5216463323169","0.465067204453412","0.342014989004194","23707262.4684296","3.82765888146696","20.438915155242","4855798.64811201","39.3771607484525","9337217.62586116","37.445351178322","9164295.33798024","","2.67546560466485","31.1358197760399","40510303.3","","","-1.15095420476936","6913060","73.2","-5.67457113973269","2498020","-6.80507182570478","-935119.831348097","1.2975934295266","20.4905022644988","","6193671694","82.6276397705078","17.8695911310949","17.5485312648026","","","","0.92499","","","33235280","","","2918728928","47.1375465853","2.27040085973927",""
