"Country Name","Country Code","Year","average_value_Age dependency ratio (% of working-age population)","average_value_Age dependency ratio, old (% of working-age population)","average_value_Age dependency ratio, young (% of working-age population)","average_value_Population ages 15-19, female (% of female population)","average_value_Population ages 15-19, male (% of male population)","average_value_Population ages 15-64 (% of total population)","average_value_Population ages 15-64, female","average_value_Population ages 15-64, female (% of female population)","average_value_Population ages 15-64, male","average_value_Population ages 15-64, male (% of male population)","average_value_Population ages 15-64, total","average_value_Population ages 20-24, female (% of female population)","average_value_Population ages 20-24, male (% of male population)","average_value_Population ages 25-29, female (% of female population)","average_value_Population ages 25-29, male (% of male population)","average_value_Population ages 30-34, female (% of female population)","average_value_Population ages 30-34, male (% of male population)","average_value_Population ages 35-39, female (% of female population)","average_value_Population ages 35-39, male (% of male population)","average_value_Population ages 40-44, female (% of female population)","average_value_Population ages 40-44, male (% of male population)","average_value_Population ages 45-49, female (% of female population)","average_value_Population ages 45-49, male (% of male population)","average_value_Population ages 50-54, female (% of female population)","average_value_Population ages 50-54, male (% of male population)","average_value_Population ages 55-59, female (% of female population)","average_value_Population ages 55-59, male (% of male population)","average_value_Population ages 60-64, female (% of female population)","average_value_Population ages 60-64, male (% of male population)","average_value_Population ages 65 and above (% of total population)","average_value_Population ages 65 and above, female","average_value_Population ages 65 and above, female (% of female population)","average_value_Population ages 65 and above, male","average_value_Population ages 65 and above, male (% of male population)","average_value_Population ages 65 and above, total","average_value_Population ages 65-69, female (% of female population)","average_value_Population ages 65-69, male (% of male population)","average_value_Population ages 70-74, female (% of female population)","average_value_Population ages 70-74, male (% of male population)","average_value_Population ages 75-79, female (% of female population)","average_value_Population ages 75-79, male (% of male population)","average_value_Population ages 80 and above, female (% of female population)","average_value_Population ages 80 and above, male (% of male population)","average_value_Population growth (annual %)","average_value_Population, female","average_value_Population, female (% of total population)","average_value_Population, male","average_value_Population, male (% of total population)","average_value_Population, total","average_value_Sex ratio at birth (male births per female births)"
"Guyana","GUY","1961","101.687362238681","6.87334857549663","94.8140136631847","9.17851366306291","9.36437538692621","49.5816886541745","145250","49.45943645186","146924","49.7038217314673","292172","7.56312249936154","7.55618253106404","6.42853494509236","6.06700293302751","5.77372946284158","5.73885567948471","5.04298969949774","4.75509051113163","4.1528900995999","4.18844448052937","3.70954286200732","4.02200278079425","3.05780199199796","3.33052547539065","2.52694304928918","2.68742451767428","2.02536817910956","1.99391743544464","3.40792229081887","11735","3.99591385034477","8347","2.8237578611565","20082","1.53945688260833","1.29364443046154","1.08623478334894","0.763196086590279","0.723248488975909","0.430989279395397","0.646973695411594","0.335928064709285","3.00792558761277","293675","49.836748269905","295599","50.163251730095","589274",""
"Haiti","HTI","2001","78.4534056145346","7.41921535151889","71.0341902630157","11.5869994795507","11.9932077024032","56.0370359743886","2482107","56.8078608436771","2342021","55.2427545837866","4824122","9.42809629547236","9.37976765228418","7.32927135730146","6.93858815692764","6.30107509162791","5.98708623736528","5.57134755162266","5.25966692361472","4.59860636779055","4.47009417130478","3.93689884562797","3.80397914097579","3.04062296449181","2.80789657667824","2.68923960852328","2.51500881706085","2.32570328166833","2.08745920517192","4.15750406646951","196603","4.49964319243669","161308","3.80487547139904","357912","1.79863969119095","1.56553543477215","1.24493568995689","1.06519435745846","0.784953752338474","0.657552716022708","0.671114058950377","0.516592963145723","1.6987615857841","4369302","50.7538440272233","4239508","49.2461559727767","8608810",""
"Haiti","HTI","2010","68.7684841703834","7.56053139079669","61.2079527795867","10.5717911953672","10.9563229305379","59.2527711938562","3020288","59.9046813027748","2874959","58.5830245369583","5895247","9.96776364422155","10.0577178377156","9.14907167506674","9.09449729444452","7.07698386079797","6.80483627594119","5.51249022427007","5.09734599831482","4.82813458544657","4.56711621713318","4.23624550088331","3.98062555336276","3.45942330779958","3.34282561673522","2.92858356987145","2.75674249286041","2.17419373905034","1.9249943199127","4.47982284622007","246687","4.892813571599","199024","4.05551100918086","445712","1.86936352188484","1.65595685782665","1.41786016684838","1.17023043324547","0.888388981525135","0.706022115152435","0.717200901340646","0.523301602956294","1.53210280667313","5041823","50.6750613459134","4907495","49.3249386540866","9949318","1.05"
"IBRD only","IBD","1977","75.5888473737031","8.08198892124751","66.7784259247004","10.0286323102746","10.3121597012845","57.188472425678","771774927","56.9412885735527","796156883","57.4299899001214","1567933936","9.20369366653227","9.45930401463722","7.57644449636168","7.71250695431016","5.73317272126585","5.84232216004601","5.33712573382761","5.46060006227573","4.99280442474835","5.10475904045646","4.4397717419437","4.52675987638732","3.83614775108132","3.72465611256851","3.10602328077595","2.91135081956956","2.68747244674139","2.37557115858597","4.62196583314021","72727778","5.36583032746804","53996134","3.89495787084263","126720247","2.20438757008216","1.77097474982192","1.54838964295818","1.12906149212648","0.927587778430557","0.615704862562162","0.685465335997141","0.379216766332083","1.85109446660208","1355387190","49.4360897690426","1386308591","50.5639102309573","2741759767","1.06066114256082"
"IDA only","IDX","1998","87.9590779676749","6.1106115263386","80.8907378090958","10.757937546059","10.9053510709286","53.4755498629538","183369830","53.7465309169011","181323245","53.2043374468031","364692861","8.99716802801521","9.03662955076357","7.58814989321257","7.54660494391144","6.4013231734833","6.32282025205765","5.27012260492225","5.19965318057169","4.2234638551613","4.15144100013433","3.41174789345608","3.32464432912461","2.84333028966059","2.72522053817034","2.35608761115948","2.23111535134955","1.89720002177136","1.76085722979129","3.26768315425781","11955133","3.5041039022508","10329869","3.03101687347155","22284964","1.46172546237998","1.31558865421785","1.01646419272222","0.877664234508732","0.609745333779194","0.512866246289568","0.416168913369401","0.324897738455407","2.47156024510792","341175192","50.0271129736221","340805382","49.9728870263779","684006262",""
"IDA only","IDX","2012","80.3775562951119","6.17305042571867","72.4421659398902","10.5855144590304","10.8294387864881","55.9862716437473","268207179","56.3623072989298","262683840","55.6074552936145","530891095","9.19293029277283","9.25853158301876","8.04473797507773","7.91912785632214","6.80317753616534","6.6361751561749","5.60836984480975","5.48433269239992","4.7052997731648","4.59135097902861","3.92201121937313","3.81019989570832","3.14797843565122","3.02376209413106","2.44507974896316","2.30682520200406","1.90720801392142","1.74771104833863","3.45606064525051","17740870","3.72814919743175","15031743","3.1820646096804","32772175","1.47191953864879","1.3091247111175","1.04712396260899","0.907525995186724","0.668362036756082","0.554120393588609","0.540743659417895","0.411293509787561","2.20746208823159","475862668","50.1831295824706","472389608","49.8168704175294","950126838","1.03875895128301"
"IDA only","IDX","2013","79.6427086345243","6.17827026039819","71.6657176523129","10.5855640673519","10.8377315729997","56.2290583744706","275361884","56.6078179668283","269556002","55.8476775630128","544916240","9.20974958436632","9.29274359532306","8.01789801133661","7.90582879949396","6.87573983805965","6.69226285571554","5.64555080654885","5.50846482019602","4.72471427318361","4.60756411158648","3.95108931315582","3.83222160690215","3.19636934787458","3.071236716186","2.48382287475959","2.34028962738488","1.91731985019146","1.759333857225","3.47398327483856","18256607","3.75312173904095","15410142","3.19273410665317","33666398","1.47616615749912","1.30854635609672","1.05654792922413","0.912193315874698","0.669535246108217","0.554267364641045","0.550872406209479","0.417727070040711","2.19547876827788","486437905","50.1947701918889","482662867","49.8052298081111","970986671","1.03874911727604"
"Isle of Man","IMN","1975","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.36940906856456","","","","","59482",""
"Isle of Man","IMN","2017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.376260134981162","","","","","83610",""
"India","IND","2005","59.9417432429456","7.57791698262994","52.3638262603156","10.0237429968536","10.2292628132341","62.522764845341","344805212","62.6283503274737","372712240","62.425401310756","717517454","9.31873697796597","9.47382955265924","8.22821933012578","8.27056024997934","7.35203125690124","7.33832251954152","6.51561340133514","6.49559990827804","5.81565135866383","5.80013460229817","5.0847517781837","5.06377689282595","4.37355639906749","4.31824293397268","3.28880890018086","3.06442612582695","2.62723792819605","2.37124571214009","4.73792320201845","28523599","5.18085541807987","25849279","4.32948382690276","54372877","2.12434241975407","1.81665150280584","1.48298604067685","1.23842150468673","0.888313959151868","0.747376008804778","0.685212998497082","0.527034810605417","1.57970914338086","550557711","47.9742898249806","597052213","52.0257101750194","1147609924",""
"Iran, Islamic Rep.","IRN","1968","92.358960700248","6.55545682749821","85.8035038727498","10.063263129335","10.1421498910495","51.9861392392163","6816181","51.8752409231204","7237019","52.0910765851981","14053193","7.12412473320083","6.95441758449626","6.19700880508601","6.09408572410977","6.25544300743594","6.15511641069024","5.72414688005273","5.71103700990376","5.07384376880057","5.15079128635254","4.15022871761736","4.26889462622609","2.84955399969482","3.0458624124029","2.36592307279579","2.54947613587868","2.07170480910137","2.01924550408835","3.4079296416164","478506","3.64171873269777","442739","3.18677499067697","921251","1.53793523605995","1.3924915196569","1.04092487080052","0.831633977688494","0.621930786902002","0.538832078949624","0.440927838935307","0.423817414381951","2.67980528576127","13139565","48.6064110205405","13893011","51.3935889794595","27032576",""
"Iraq","IRQ","1992","95.6420211787101","7.30843783650866","88.3335833422015","11.5067729807681","11.8361597416331","51.1137638570443","4715306","51.682906541338","4691034","50.5542444404475","9406333","9.77795767888551","9.71358657833873","7.3069735829253","6.85333200276014","5.15343237174291","4.68115331813304","4.91816161966239","4.55234923580232","3.64714056432756","3.60491934172406","2.77774032882664","2.89765000443464","2.62236189036898","2.62810116681282","2.19040193977529","2.12036392326113","1.78196358405534","1.6666291275474","3.73561884880801","367770","4.03100510098557","319692","3.44525055961128","687456","1.42109453017697","1.28431205720229","1.14438149001741","1.0007210743933","0.802090769461955","0.665024357140786","0.663438311329243","0.495193070874899","2.82880216640198","9123531","49.5770249430248","9279209","50.4229750569752","18402740","1.065"
"Israel","ISR","2013","62.6170294805032","17.6210921318942","44.995937348609","7.39111534162448","7.96112118093825","61.4941793890786","2492818","61.2490892249746","2463306","61.7442188454929","4956123","6.96600165795617","7.40745190424204","7.05371255709785","7.30214530847624","7.07240168622028","7.19182411291207","6.8073488727895","6.8792996275615","6.01339370519409","6.04118240084413","5.22391880827872","5.16153801954649","4.92207657217819","4.7148468718822","4.93976724097763","4.58553810312316","4.85935278265772","4.4992713159668","10.8359434925682","491795","12.0835204379708","381541","9.56354699359072","873323","3.63214263952971","3.34345829785678","2.5021671709318","2.12451878124331","2.2821218766753","1.72638045141845","3.66708875083397","2.36918946307217","1.86605289478673","4069967","50.4990023056733","3989533","49.5009976943267","8059500","1.055"
"Jamaica","JAM","2003","63.5690564575185","12.8419287282615","50.727127729257","9.36285199235566","9.75997678994529","61.1362434335989","841248","61.6211773719906","815206","60.6441534095347","1656449","8.45514150746451","8.39169942979145","7.69795918965304","7.55539354805114","7.66294582524229","7.35245435169928","7.36818896668823","6.91205844172751","6.37609480857286","5.98410260034443","5.06631663068885","4.87887252695751","3.86604677873385","4.00574300071788","3.08571755055879","3.17352863503305","2.67991412203256","2.63032408526719","7.85107754858297","113480","8.31237781031693","99241","7.38265717930883","212720","2.39607147121323","2.17795119193302","2.15002567402558","1.9251698909053","1.66203606376534","1.54116251129816","2.10424460131278","1.73837358517235","0.614372047606307","1365193","50.3865746328205","1344245","49.6134253671795","2709438",""
"Cambodia","KHM","1997","94.5576989604332","5.92588013444405","88.6318188259892","9.1227481802864","9.44109651419594","51.3986334590126","3070452","52.8616404770345","2736844","49.850303954828","5807323","7.31466415676833","7.48352724209376","7.72950669100584","7.7902051410487","6.82324378420544","6.22690740192619","5.81588711242153","4.84112838960861","5.03791963080116","4.21586029461988","3.86645775332536","3.2981216274675","2.88971155738285","2.50471528426038","2.36683711318766","2.21195327975228","1.8946644976499","1.83678877985474","3.04581983608589","194988","3.35696032810023","149140","2.71651374057968","344135","1.42349042406872","1.30838551034812","0.968809509011755","0.795191366316796","0.575538924284523","0.411138179913936","0.389121470735231","0.20179868400082","2.83370454532593","5808469","51.4087770566851","5490125","48.5912229433149","11298594","1.037"
"Kiribati","KIR","2013","63.7281087807691","5.77290800376362","57.9552007770055","10.4780651393369","11.1127876273104","61.077022893688","33896","61.7784825122569","31999","60.3526970954357","65894","9.3808664588915","9.80573368540174","8.72473435762845","8.57978121463599","7.13908177957607","6.77480196152395","5.69559115679735","5.40927951716333","5.27821823682724","4.93021501320256","5.4714126888658","5.15277253866466","4.2174713397853","3.99660505469634","3.080175697596","2.67634854771784","2.31286565695227","1.91437193511882","3.52581332839003","2345","4.27397160406073","1460","2.7536778574123","3804","1.69500792826289","1.26933232742361","1.22842510069805","0.763862693323274","0.723567900559535","0.435684647302905","0.626970674540252","0.284798189362505","1.42642187780666","54867","50.8559882098863","53020","49.1440117901137","107887","1.068"
"Kuwait","KWT","1987","62.3296783154489","2.17593146862397","60.153746846825","9.76134197845519","7.91645486213464","61.6030458366019","473488","56.1554983378263","720681","65.7709882700597","1194431","9.86025406411258","8.84678250283141","9.62744300398613","11.1866559950645","8.44132817345906","11.2046346634202","6.78306824340912","8.9596739381406","4.5156806491669","6.57161396422336","3.13162304770195","4.72884608890953","2.15187156135218","3.41740718398384","1.08945613770839","1.89378348755137","0.793431478474761","1.04513558380022","1.34044454897058","11980","1.42082348462297","14017","1.27922332152704","25990","0.485546856932089","0.609723265400737","0.281674104839695","0.240111047937336","0.37868859652764","0.212002266954934","0.274913926323542","0.21738674123403","5.65559541947709","843173","43.4868245968366","1095743","56.5131754031634","1938916","1.04"
"Liberia","LBR","1967","87.2212763206104","6.00228453199422","81.2189917886161","9.27840274110553","8.83342336590876","53.4127632795742","345871","53.0952571014528","350109","53.7293436625252","695985","8.32355975290751","8.23291631881353","7.74036867378143","7.76177994401611","6.5787453792968","6.55186490202819","5.5882876687094","5.5119886558955","4.71112161813649","4.76231400088396","3.75443648912523","4.05008471246869","2.97229420216881","3.33509306094387","2.34658037260368","2.65478441290576","1.80146020361796","2.03509428866081","3.20597681566497","20481","3.14407383300379","21296","3.2681824878456","41775","1.35136379824874","1.46267126651279","0.919228265808639","0.949332121985955","0.524856620040036","0.529146000098217","0.348625148906382","0.327033099248637","2.29578216347351","651416","49.9923255913899","651616","50.0076744086101","1303032","1.054"
"Libya","LBY","1979","103.656876413953","5.6969800599779","97.9598963539749","9.82511796900028","9.35639027442988","49.1021978351997","703509","47.546406997444","816985","50.5216752478823","1520560","7.67018151884328","7.71987844892517","6.28699414581793","6.92617268712224","4.93449020225381","5.96686162496027","4.52810372350851","5.23604630022423","3.95262045949449","4.39324023652246","3.37213593164759","3.75833746625127","2.88275550713491","3.09152568366296","2.35512217276528","2.41618009545495","1.73888536697787","1.6570424303289","2.79733874032891","43555","2.94364927353264","43075","2.6637222975973","86626","1.27552503132548","1.17129574088893","0.846768034624966","0.781585284256118","0.498166428543429","0.409313473889647","0.323189779038757","0.30152779856261","3.87228656952751","1479626","47.7803640234002","1617098","52.2196359765998","3096724",""
"Lower middle income","LMC","1974","82.9900752359425","6.80076764024279","75.6387611800408","10.2560470590352","10.4762795025515","54.8126826241858","369316189","54.787403862022","382583374","54.8371745024685","751899090","8.55929688255219","8.72260384320939","6.80469560304475","6.77838811087287","6.02968061005972","5.98832203184766","5.61745087613547","5.55779801673721","4.82231380166742","4.83884824430159","4.16823631382583","4.20064990354037","3.42883627930985","3.40033030120913","2.77725929266532","2.71250212144556","2.32358714372619","2.16145242675318","3.72768301819216","27256829","4.04350243737879","23878144","3.42254802205978","51134910","1.73659889857729","1.57166950738766","1.14398167879249","0.988863622959972","0.67603690739913","0.542717712639725","0.486884952609882","0.319297179072431","2.3897364046553","674089595","49.1404491112892","697671565","50.8595508887108","1371761160",""
"Lower middle income","LMC","1980","80.6516416212773","6.91262992356977","73.2063161512186","10.3979795433063","10.5853416637741","55.518867810106","431491467","55.4521638434381","447918656","55.5832801313129","879410104","8.94212883664649","9.11587664238876","7.50579729413904","7.67568820082649","5.93777450275604","5.93395782056071","5.14581057422498","5.1065527107657","4.80078918566065","4.72480365792266","4.11678459039006","4.07821969019556","3.52705739499812","3.49599845632991","2.86281766047481","2.76912960026212","2.21522426084167","2.09771168828689","3.83781390796053","32582904","4.18731928275593","28207441","3.50032778829414","60790366","1.75186446234036","1.55904495477881","1.21997326777205","1.03689767594294","0.708405017263214","0.566874893170906","0.507076535380317","0.337510264401483","2.47114084063156","778132785","49.1250341604066","805851426","50.8749658395934","1583984211",""
"Morocco","MAR","2004","58.5332472035502","8.97834028272798","49.5549069208222","10.3429355641502","10.7418425892188","63.0782500831639","9688197","63.616346336947","9307948","62.5277977516738","18996139","9.97074679396681","9.88426381235214","8.48784235443985","8.03354351604343","7.50050232778036","6.89014097450399","6.77634265977635","6.47149527989071","6.16328607731251","6.24488112934378","5.30789081429631","5.31231963034499","3.91756571300996","3.99522480575162","2.55695346409177","2.61087930643468","2.59228056812287","2.3432067077896","5.66337997797392","947927","6.22444530536933","757607","5.08935989664449","1705538","2.31045170101976","2.00130376695139","1.84916377198915","1.49272179891894","1.27040337249082","1.02171852176689","0.794426459869591","0.573615809007278","1.10960287730585","15229100","50.5694865807946","14886096","49.4305134192054","30115196",""
"Maldives","MDV","2005","55.9934206351918","6.90491646451877","49.088504170673","13.5133895818048","13.240649783166","64.1054041200471","97996","64.1940048212976","106888","64.0247262620696","204883","11.9045435488942","12.0492608476891","8.73270621528141","8.94410235522438","7.30989938161618","7.30646668423701","6.4013206162876","6.26542396434818","5.43509590189708","5.35376284831205","4.25073367571533","4.17615065768982","2.65433392726129","2.65591681242063","1.89118016979352","1.95929271389894","2.10080180274604","2.0736995950835","4.42635979074366","6091","3.99001676973064","8054","4.82425665476675","14147","1.85318624882088","2.04195318302705","1.14374803479719","1.51184800057503","0.576459490619432","0.75652298919424","0.416622995493135","0.513932481970434","2.64380900695878","152656","47.7641080837536","166948","52.2358919162463","319604",""
"Mexico","MEX","1967","101.116655924017","7.42417673105675","93.6924791929602","10.0737973266574","10.2446696228442","49.7223860154977","11781616","50.1003655889507","11566110","49.343093781703","23347747","7.95184884113933","8.14003134788214","6.43993960204504","6.56859290329682","5.50926372429902","5.46543584562917","4.969389388378","4.80167814410982","4.28256846777015","4.14684528873072","3.39676411339534","3.19861024958","2.92672299930924","2.65927992020539","2.49877657910596","2.25625400487539","2.05129454685119","1.86169645454941","3.69147781268879","917869","3.90316340837832","815497","3.47905604820441","1733378","1.59166760645123","1.45173373242014","1.06896028529988","0.962351824943324","0.662952093780463","0.578741289529347","0.579583422846749","0.486229201311594","3.10692128476562","23516028","50.0807646137013","23440180","49.9192353862987","46956208","1.05"
